BondID,State,CreditRating,Sector,Coupon,IssueDate,MaturityDate,Price,Yield,Duration
BOND0598,FL,AA,Public Safety,3.97,2017-08-01,2023-08-01,107.67,2.15,4.34
BOND0599,FL,A,Utilities,2.09,2020-01-01,2028-01-01,100.85,4.01,9.85
BOND0600,NY,AA,Transportation,4.98,2020-08-01,2030-08-01,99.07,3.05,8.88
BOND0601,NY,AA,Education,3.19,2012-11-01,2028-11-01,97.4,2.83,6.94
BOND0602,TX,AA,Public Safety,4.6,2015-02-01,2022-02-01,90.95,2.41,9.18
BOND0603,NY,AA,Utilities,3.27,2015-07-01,2027-07-01,109.46,2.55,8.55
BOND0604,CA,AA,Education,3.81,2019-02-01,2035-02-01,96.39,3.21,4.96
BOND0605,TX,AAA,Public Safety,2.25,2019-07-01,2025-07-01,101.6,1.84,4.27
BOND0606,FL,A,Transportation,4.23,2019-11-01,2028-11-01,105.91,3.81,6.73
BOND0607,IL,AA,Transportation,4.33,2021-11-01,2027-11-01,95.65,2.14,9.14
BOND0608,FL,A,Healthcare,2.74,2022-09-01,2042-09-01,104.42,4.22,3.64
BOND0609,NY,AA,Utilities,2.3,2018-04-01,2028-04-01,102.38,2.16,7.03
BOND0610,CA,A,Healthcare,5.38,2015-12-01,2035-12-01,97.24,3.82,5.84
BOND0611,TX,A,Healthcare,3.41,2018-05-01,2028-05-01,91.1,4.57,3.76
BOND0612,IL,A,Utilities,5.12,2011-10-01,2017-10-01,95.63,4.75,9.46
BOND0613,TX,A,Education,4.33,2022-06-01,2035-06-01,109.23,4.82,6.84
BOND0614,FL,A,Utilities,4.7,2012-04-01,2021-04-01,96.37,3.53,9.38
BOND0615,FL,A,Public Safety,4.56,2018-09-01,2023-09-01,95.2,4.63,9.03
BOND0616,TX,AA,Transportation,4.49,2018-12-01,2025-12-01,100.27,3.4,4.78
BOND0617,NY,AA,Transportation,3.39,2018-07-01,2036-07-01,97.59,2.09,8.88
BOND0618,IL,AA,Transportation,2.01,2018-10-01,2032-10-01,98.06,2.39,6.42
BOND0619,IL,AA,Healthcare,4.59,2012-08-01,2021-08-01,92.72,2.44,8.0
BOND0620,NY,AA,Healthcare,4.8,2011-05-01,2024-05-01,97.66,2.91,5.39
BOND0621,IL,A,Utilities,2.9,2016-05-01,2036-05-01,90.67,3.6,7.01
BOND0622,NY,A,Transportation,3.81,2020-09-01,2029-09-01,103.91,3.91,9.26
BOND0623,CA,A,Public Safety,5.38,2012-05-01,2020-05-01,91.62,4.8,6.06
BOND0624,NY,AA,Transportation,2.96,2012-07-01,2032-07-01,106.87,2.26,8.98
BOND0625,CA,AA,Transportation,4.18,2010-01-01,2024-01-01,94.13,3.43,5.07
BOND0626,CA,AA,Transportation,4.3,2021-06-01,2031-06-01,103.42,1.98,9.45
BOND0627,TX,AA,Public Safety,4.34,2017-06-01,2033-06-01,104.02,3.17,4.62
BOND0628,TX,AA,Transportation,4.71,2018-12-01,2031-12-01,96.36,1.89,7.42
BOND0629,FL,A,Education,3.79,2021-12-01,2031-12-01,105.16,3.53,7.82
BOND0630,IL,A,Education,3.75,2013-07-01,2018-07-01,97.85,4.1,8.57
BOND0631,TX,A,Education,2.55,2018-09-01,2024-09-01,102.62,3.94,6.49
BOND0632,TX,AA,Utilities,5.31,2020-05-01,2026-05-01,93.31,2.61,9.37
BOND0633,TX,A,Education,4.14,2014-08-01,2034-08-01,103.87,4.7,6.73
BOND0634,TX,A,Education,3.14,2019-05-01,2031-05-01,101.67,3.64,7.52
BOND0635,FL,AA,Healthcare,5.3,2020-06-01,2027-06-01,91.0,2.39,3.71
BOND0636,IL,AA,Public Safety,5.32,2011-12-01,2024-12-01,93.38,3.13,9.43
BOND0637,NY,A,Healthcare,2.59,2011-02-01,2022-02-01,102.78,4.09,4.58
BOND0638,CA,AA,Transportation,5.4,2013-05-01,2025-05-01,90.43,2.21,5.98
BOND0639,CA,AA,Public Safety,3.41,2020-03-01,2035-03-01,90.64,2.76,7.48
BOND0640,IL,A,Public Safety,2.79,2012-06-01,2019-06-01,100.55,4.52,9.81
BOND0641,NY,AA,Public Safety,4.06,2018-07-01,2025-07-01,94.82,3.47,8.69
BOND0642,IL,A,Public Safety,2.26,2013-08-01,2030-08-01,91.7,4.37,4.51
BOND0643,IL,A,Utilities,3.11,2012-11-01,2017-11-01,94.08,3.72,7.2
BOND0644,CA,A,Transportation,3.5,2017-07-01,2022-07-01,109.95,4.52,8.42
BOND0645,IL,AA,Transportation,3.03,2020-09-01,2027-09-01,104.19,2.28,7.72
BOND0646,TX,AA,Healthcare,2.46,2018-01-01,2025-01-01,108.82,2.19,5.0
BOND0647,IL,AAA,Transportation,2.89,2013-12-01,2018-12-01,96.02,1.98,3.67
BOND0648,IL,AA,Healthcare,2.43,2018-06-01,2037-06-01,90.38,1.59,7.92
BOND0649,NY,AA,Utilities,5.48,2016-01-01,2033-01-01,92.15,2.36,8.94
BOND0650,TX,AA,Utilities,2.51,2019-10-01,2038-10-01,100.31,1.76,6.64
BOND0651,CA,AA,Utilities,2.7,2015-11-01,2023-11-01,105.46,1.93,5.58
BOND0652,IL,AA,Transportation,2.12,2022-01-01,2033-01-01,92.94,1.89,8.71
BOND0653,NY,AA,Transportation,4.76,2014-12-01,2022-12-01,106.14,2.58,7.5
BOND0654,NY,AA,Utilities,2.24,2011-02-01,2022-02-01,90.57,1.61,7.67
BOND0655,TX,AA,Healthcare,5.39,2022-07-01,2038-07-01,100.38,2.01,8.7
BOND0656,CA,A,Transportation,3.13,2017-07-01,2035-07-01,93.31,3.62,8.16
BOND0657,NY,AA,Education,5.28,2018-09-01,2035-09-01,107.97,2.47,3.04
BOND0658,FL,A,Healthcare,2.46,2012-11-01,2032-11-01,109.41,4.99,7.95
BOND0659,NY,AA,Public Safety,2.91,2022-05-01,2031-05-01,104.49,2.25,9.84
BOND0660,CA,A,Healthcare,4.0,2013-01-01,2025-01-01,106.01,4.35,3.85
BOND0661,NY,A,Healthcare,2.32,2016-11-01,2030-11-01,109.19,4.12,4.38
BOND0662,NY,A,Public Safety,3.17,2013-10-01,2027-10-01,92.37,4.59,3.13
BOND0663,IL,A,Transportation,4.12,2010-01-01,2030-01-01,93.84,4.54,9.09
BOND0664,FL,AA,Healthcare,4.48,2017-11-01,2024-11-01,93.04,3.19,8.57
BOND0665,CA,A,Public Safety,4.65,2014-08-01,2033-08-01,105.28,4.34,3.76
BOND0666,IL,AA,Healthcare,5.37,2021-03-01,2026-03-01,109.28,1.96,9.77
BOND0667,TX,A,Utilities,3.27,2018-02-01,2023-02-01,94.46,4.2,6.24
BOND0668,CA,A,Education,4.83,2011-07-01,2020-07-01,107.42,3.91,5.8
BOND0669,FL,A,Transportation,3.03,2018-07-01,2023-07-01,108.81,4.89,5.93
BOND0670,TX,AA,Healthcare,5.16,2022-01-01,2035-01-01,95.44,2.94,8.16
BOND0671,FL,A,Education,4.72,2022-02-01,2030-02-01,93.77,4.37,9.99
BOND0672,CA,AAA,Utilities,3.52,2021-12-01,2030-12-01,97.72,1.91,4.85
BOND0673,NY,AA,Transportation,4.99,2020-04-01,2028-04-01,100.73,2.58,5.54
BOND0674,FL,AA,Transportation,3.08,2022-10-01,2028-10-01,107.76,2.83,3.94
BOND0675,NY,AA,Healthcare,3.45,2022-03-01,2031-03-01,103.02,3.26,6.55
BOND0676,TX,A,Public Safety,2.36,2020-12-01,2033-12-01,91.01,4.06,7.93
BOND0677,IL,AA,Healthcare,2.02,2011-01-01,2020-01-01,91.15,3.39,3.55
BOND0678,FL,AA,Education,3.25,2011-12-01,2017-12-01,105.71,2.7,4.77
BOND0679,TX,AAA,Public Safety,4.71,2015-07-01,2031-07-01,103.0,1.91,4.42
BOND0680,CA,AA,Transportation,5.45,2021-01-01,2033-01-01,97.63,2.49,4.44
BOND0681,FL,A,Transportation,4.31,2011-01-01,2031-01-01,107.13,4.93,7.9
BOND0682,CA,AA,Healthcare,4.09,2021-12-01,2037-12-01,109.1,1.51,8.98
BOND0683,TX,AA,Public Safety,4.46,2018-07-01,2028-07-01,107.92,3.47,4.42
BOND0684,TX,A,Public Safety,4.91,2016-11-01,2034-11-01,98.24,3.88,6.06
BOND0685,IL,A,Transportation,2.47,2013-04-01,2019-04-01,102.22,3.72,7.72
BOND0686,IL,AA,Transportation,5.28,2010-04-01,2028-04-01,102.85,2.06,3.3
BOND0687,CA,A,Public Safety,3.65,2018-09-01,2036-09-01,92.34,3.53,3.6
BOND0688,CA,AA,Public Safety,4.24,2014-03-01,2032-03-01,90.74,3.01,8.19
BOND0689,NY,AA,Education,5.07,2014-09-01,2025-09-01,96.55,2.08,9.33
BOND0690,IL,A,Public Safety,5.24,2016-03-01,2021-03-01,99.57,4.38,3.36
BOND0691,IL,AA,Education,4.24,2010-01-01,2028-01-01,105.02,2.78,3.66
BOND0692,IL,A,Transportation,5.45,2022-11-01,2028-11-01,90.43,4.74,6.02
BOND0693,IL,A,Utilities,4.89,2015-10-01,2034-10-01,94.41,4.81,8.21
BOND0694,IL,AA,Transportation,4.82,2020-03-01,2028-03-01,91.8,3.43,8.51
BOND0695,TX,AA,Healthcare,2.98,2013-04-01,2022-04-01,103.98,2.11,5.15
BOND0696,TX,A,Healthcare,4.53,2017-12-01,2028-12-01,96.39,4.61,9.17
BOND0697,NY,AA,Healthcare,2.24,2010-12-01,2030-12-01,101.51,3.4,4.84
BOND0698,IL,AA,Transportation,5.1,2011-03-01,2020-03-01,94.2,2.59,6.17
BOND0699,NY,A,Education,3.26,2018-04-01,2035-04-01,92.52,3.91,6.18
BOND0700,FL,AA,Healthcare,4.73,2016-11-01,2023-11-01,100.25,2.84,6.51
BOND0701,FL,A,Transportation,3.15,2022-01-01,2031-01-01,93.18,4.21,7.33
BOND0702,FL,A,Healthcare,3.76,2013-07-01,2025-07-01,91.5,4.14,4.78
BOND0703,TX,A,Transportation,4.55,2018-12-01,2034-12-01,108.51,4.72,8.61
BOND0704,IL,AA,Public Safety,3.34,2019-10-01,2038-10-01,92.61,3.38,6.42
BOND0705,NY,AA,Utilities,2.46,2015-05-01,2027-05-01,109.96,2.12,9.5
BOND0706,FL,A,Healthcare,4.39,2020-01-01,2034-01-01,98.58,4.38,6.32
BOND0707,FL,A,Transportation,2.98,2013-07-01,2025-07-01,103.27,4.58,5.38
BOND0708,TX,AA,Healthcare,4.21,2021-10-01,2041-10-01,109.35,2.42,9.73
BOND0709,TX,AA,Healthcare,2.12,2021-03-01,2028-03-01,106.17,2.84,3.2
BOND0710,NY,AA,Healthcare,4.67,2015-08-01,2031-08-01,90.54,2.62,9.14
BOND0711,NY,A,Transportation,2.64,2014-09-01,2023-09-01,93.03,4.4,6.31
BOND0712,CA,A,Education,3.56,2018-04-01,2025-04-01,107.86,3.54,7.1
BOND0713,TX,AA,Education,3.05,2022-10-01,2039-10-01,90.45,2.83,3.83
BOND0714,IL,AA,Utilities,3.72,2021-03-01,2032-03-01,100.59,3.2,7.87
BOND0715,NY,A,Public Safety,2.23,2011-09-01,2029-09-01,100.03,4.78,6.32
BOND0716,IL,A,Education,3.75,2014-04-01,2032-04-01,98.76,3.64,5.18
BOND0717,TX,A,Public Safety,4.49,2020-10-01,2028-10-01,102.46,3.63,6.64
BOND0718,TX,AA,Healthcare,3.17,2021-10-01,2030-10-01,90.47,2.94,8.69
BOND0719,TX,AA,Public Safety,5.17,2014-06-01,2023-06-01,98.35,2.77,3.38
BOND0720,TX,A,Transportation,2.99,2022-04-01,2035-04-01,106.63,4.73,7.1
BOND0721,IL,AA,Healthcare,5.07,2022-09-01,2039-09-01,109.11,3.42,9.97
BOND0722,TX,AA,Utilities,4.05,2015-06-01,2035-06-01,92.24,2.69,8.38
BOND0723,NY,A,Utilities,2.54,2019-07-01,2039-07-01,107.81,3.85,4.58
BOND0724,IL,A,Transportation,3.81,2010-02-01,2019-02-01,101.93,3.77,4.9
BOND0725,CA,A,Healthcare,2.41,2016-01-01,2035-01-01,105.21,4.4,6.49
BOND0726,IL,A,Public Safety,3.48,2019-01-01,2026-01-01,108.91,3.71,9.51
BOND0727,TX,A,Education,5.38,2014-04-01,2030-04-01,104.75,4.4,5.67
BOND0728,TX,AA,Transportation,5.44,2011-10-01,2017-10-01,109.45,2.39,9.05
BOND0729,NY,AA,Transportation,3.31,2014-06-01,2028-06-01,94.72,3.48,5.07
BOND0730,NY,AAA,Transportation,4.54,2013-09-01,2031-09-01,105.46,1.95,3.31
BOND0731,FL,AA,Public Safety,3.29,2017-05-01,2029-05-01,91.77,1.72,9.29
BOND0732,CA,AA,Healthcare,4.26,2012-02-01,2022-02-01,107.65,2.11,4.81
BOND0733,CA,AA,Healthcare,5.38,2016-03-01,2021-03-01,105.27,2.4,4.14
BOND0734,FL,A,Transportation,5.43,2014-06-01,2021-06-01,106.2,4.27,4.89
BOND0735,CA,A,Transportation,3.38,2017-11-01,2028-11-01,95.87,4.15,8.3
BOND0736,CA,AA,Education,4.74,2012-10-01,2025-10-01,90.9,3.08,8.09
BOND0737,FL,AA,Transportation,3.12,2010-10-01,2015-10-01,101.85,2.94,9.53
BOND0738,TX,AA,Utilities,3.89,2016-11-01,2034-11-01,101.47,3.01,5.45
BOND0739,NY,A,Public Safety,3.06,2022-12-01,2029-12-01,109.12,3.66,3.91
BOND0740,CA,A,Public Safety,3.76,2012-09-01,2032-09-01,105.13,4.91,8.23
BOND0741,NY,AAA,Transportation,5.02,2022-05-01,2034-05-01,106.33,1.58,4.82
BOND0742,IL,A,Public Safety,4.03,2013-01-01,2032-01-01,90.71,4.32,5.33
BOND0743,IL,AA,Transportation,4.28,2022-02-01,2035-02-01,102.52,3.19,7.26
BOND0744,TX,A,Public Safety,2.68,2020-04-01,2027-04-01,108.62,4.81,3.97
BOND0745,NY,AA,Healthcare,3.85,2011-01-01,2030-01-01,91.01,3.43,6.61
BOND0746,CA,A,Public Safety,5.29,2015-05-01,2035-05-01,90.46,4.03,9.38
BOND0747,IL,AA,Transportation,4.89,2016-11-01,2021-11-01,92.59,2.82,7.13
BOND0748,TX,A,Transportation,4.55,2014-01-01,2023-01-01,95.04,4.89,4.98
BOND0749,IL,AA,Healthcare,4.27,2020-02-01,2029-02-01,105.43,2.33,5.6
BOND0750,IL,A,Public Safety,3.41,2017-08-01,2033-08-01,108.8,4.12,9.26
BOND0751,NY,AA,Education,4.68,2020-04-01,2034-04-01,97.61,2.94,6.2
BOND0752,NY,A,Public Safety,4.41,2013-04-01,2033-04-01,91.92,4.37,3.99
BOND0753,CA,A,Transportation,4.75,2022-06-01,2035-06-01,104.15,3.97,3.81
BOND0754,FL,AAA,Healthcare,4.7,2013-04-01,2024-04-01,92.15,1.68,4.19
BOND0755,CA,AA,Healthcare,2.25,2016-09-01,2030-09-01,101.5,2.23,5.75
BOND0756,CA,A,Education,4.19,2017-03-01,2026-03-01,90.14,4.39,7.26
BOND0757,FL,A,Public Safety,2.27,2020-03-01,2029-03-01,106.44,3.81,7.3
BOND0758,FL,AA,Transportation,3.37,2010-03-01,2019-03-01,99.12,2.86,4.64
BOND0759,NY,AA,Transportation,3.18,2017-10-01,2025-10-01,93.92,3.28,5.36
BOND0760,IL,AA,Transportation,3.25,2018-07-01,2027-07-01,109.31,3.32,7.02
BOND0761,NY,A,Public Safety,3.25,2019-09-01,2032-09-01,102.05,3.75,9.8
BOND0762,FL,AA,Education,2.23,2021-11-01,2028-11-01,93.74,2.62,9.98
BOND0763,IL,A,Public Safety,4.36,2020-01-01,2037-01-01,93.48,4.76,7.25
BOND0764,NY,AA,Transportation,2.88,2021-01-01,2041-01-01,106.31,3.25,3.18
BOND0765,FL,A,Transportation,3.8,2017-05-01,2037-05-01,107.86,4.99,6.23
BOND0766,IL,A,Transportation,4.78,2010-03-01,2016-03-01,100.2,4.0,9.0
BOND0767,NY,AA,Utilities,5.02,2018-12-01,2023-12-01,99.03,2.63,3.42
BOND0768,CA,AA,Public Safety,3.39,2012-04-01,2025-04-01,106.07,2.31,5.67
BOND0769,IL,AA,Transportation,2.21,2018-02-01,2033-02-01,100.17,3.3,8.54
BOND0770,NY,AA,Education,3.42,2013-04-01,2033-04-01,98.35,2.88,9.33
BOND0771,NY,AA,Education,5.39,2017-12-01,2029-12-01,90.56,2.92,4.23
BOND0772,TX,AA,Public Safety,5.14,2018-04-01,2036-04-01,108.27,3.07,8.8
BOND0773,IL,A,Public Safety,4.99,2017-03-01,2025-03-01,101.13,4.57,8.49
BOND0774,CA,AA,Utilities,3.99,2012-06-01,2026-06-01,93.77,1.6,5.71
BOND0775,IL,A,Transportation,5.22,2015-02-01,2028-02-01,96.35,4.89,9.75
BOND0776,TX,A,Utilities,4.23,2016-01-01,2032-01-01,93.95,4.17,5.54
BOND0777,TX,AA,Education,5.46,2020-04-01,2036-04-01,103.94,3.26,7.9
BOND0778,FL,AA,Healthcare,4.74,2020-04-01,2028-04-01,108.18,3.02,4.47
BOND0779,NY,A,Public Safety,3.78,2010-01-01,2026-01-01,96.28,4.6,7.87
BOND0780,IL,A,Public Safety,4.09,2015-06-01,2025-06-01,103.46,4.35,6.06
BOND0781,CA,A,Education,5.16,2019-10-01,2030-10-01,107.07,3.95,3.93
BOND0782,IL,A,Education,5.09,2018-10-01,2029-10-01,105.12,3.9,9.91
BOND0783,CA,AA,Transportation,2.92,2021-10-01,2041-10-01,102.45,2.2,3.7
BOND0784,TX,AA,Education,2.72,2012-03-01,2029-03-01,106.58,2.09,4.52
BOND0785,NY,A,Healthcare,2.28,2011-01-01,2022-01-01,106.28,4.0,7.89
BOND0786,IL,A,Transportation,5.14,2017-01-01,2036-01-01,97.19,4.47,4.24
BOND0787,NY,AA,Healthcare,4.81,2015-04-01,2028-04-01,103.86,3.1,4.62
BOND0788,TX,A,Transportation,2.05,2012-03-01,2022-03-01,105.97,3.97,8.01
BOND0789,FL,AA,Healthcare,4.04,2014-11-01,2025-11-01,105.98,1.78,7.34
BOND0790,TX,AA,Education,4.2,2017-09-01,2036-09-01,105.5,3.17,8.26
BOND0791,CA,A,Healthcare,2.38,2020-05-01,2032-05-01,107.58,4.74,5.7
BOND0792,IL,A,Transportation,5.02,2014-06-01,2023-06-01,92.97,4.56,7.89
BOND0793,NY,A,Public Safety,4.74,2017-06-01,2026-06-01,92.07,4.77,7.95
BOND0794,CA,AA,Transportation,4.77,2017-12-01,2027-12-01,96.53,2.19,7.57
BOND0795,IL,AA,Education,2.3,2016-06-01,2036-06-01,105.16,2.24,9.48
BOND0796,FL,A,Education,3.24,2020-01-01,2037-01-01,101.73,4.77,9.48
BOND0797,TX,A,Education,4.26,2012-10-01,2022-10-01,102.76,4.28,7.81
BOND0798,CA,A,Utilities,4.06,2019-07-01,2028-07-01,92.69,4.83,6.44
BOND0799,NY,A,Utilities,4.43,2020-08-01,2029-08-01,105.37,4.92,3.13
BOND0800,IL,AA,Education,2.51,2019-03-01,2037-03-01,103.97,2.01,9.39
BOND0801,FL,A,Utilities,3.2,2020-12-01,2034-12-01,103.34,4.5,7.86
BOND0802,IL,AA,Utilities,4.04,2013-10-01,2023-10-01,109.33,1.58,5.77
BOND0803,IL,AA,Healthcare,5.15,2015-08-01,2024-08-01,109.51,1.87,6.04
BOND0804,TX,A,Healthcare,3.11,2017-11-01,2033-11-01,96.74,4.63,6.1
BOND0805,TX,AA,Transportation,5.25,2011-08-01,2017-08-01,106.49,2.86,3.14
BOND0806,IL,AA,Healthcare,5.49,2019-12-01,2034-12-01,96.6,2.39,4.93
BOND0807,TX,A,Education,3.68,2011-10-01,2019-10-01,107.09,4.68,4.1
BOND0808,CA,AA,Education,3.02,2016-05-01,2026-05-01,101.64,2.61,7.99
BOND0809,TX,BBB,Education,2.33,2021-11-01,2041-11-01,107.8,5.0,5.12
BOND0810,IL,AA,Utilities,3.61,2014-07-01,2020-07-01,95.2,3.2,4.93
BOND0811,FL,AA,Education,2.21,2021-06-01,2033-06-01,98.63,2.82,9.82
BOND0812,NY,A,Utilities,2.78,2018-05-01,2030-05-01,97.83,4.08,3.11
BOND0813,TX,AA,Transportation,2.76,2019-11-01,2030-11-01,99.06,3.34,8.66
BOND0814,IL,A,Utilities,3.51,2017-06-01,2022-06-01,90.26,4.3,4.98
BOND0815,IL,A,Healthcare,2.13,2012-10-01,2026-10-01,109.21,4.03,4.52
BOND0816,FL,A,Healthcare,4.54,2015-11-01,2026-11-01,107.81,3.68,4.65
BOND0817,FL,AA,Utilities,3.77,2020-01-01,2039-01-01,101.1,1.94,9.28
BOND0818,NY,AA,Transportation,3.9,2016-06-01,2025-06-01,96.03,2.4,4.1
BOND0819,FL,AAA,Healthcare,3.59,2018-07-01,2037-07-01,97.85,1.68,3.89
BOND0820,CA,A,Healthcare,3.56,2011-02-01,2020-02-01,99.62,3.62,8.98
BOND0821,NY,AA,Public Safety,4.54,2019-08-01,2025-08-01,98.87,2.66,7.1
BOND0822,CA,AA,Education,3.5,2021-05-01,2036-05-01,95.07,2.19,3.61
BOND0823,FL,A,Healthcare,5.46,2016-08-01,2027-08-01,90.99,3.51,7.54
BOND0824,IL,A,Education,4.0,2017-08-01,2030-08-01,100.4,4.04,3.6
BOND0825,IL,AA,Transportation,3.99,2014-04-01,2023-04-01,108.11,2.52,5.43
BOND0826,NY,AA,Transportation,5.03,2014-02-01,2027-02-01,97.87,2.54,9.08
BOND0827,FL,A,Public Safety,5.17,2019-03-01,2036-03-01,96.16,3.97,9.25
BOND0828,IL,AA,Transportation,2.69,2013-10-01,2018-10-01,96.99,2.07,4.84
BOND0829,NY,AA,Transportation,2.38,2017-04-01,2022-04-01,92.28,2.56,8.11
BOND0830,CA,A,Public Safety,2.61,2013-03-01,2024-03-01,103.98,4.13,8.26
BOND0831,CA,AA,Public Safety,4.4,2010-06-01,2028-06-01,102.59,2.09,7.96
BOND0832,CA,AA,Transportation,2.43,2013-07-01,2031-07-01,103.85,2.3,4.68
BOND0833,NY,AA,Transportation,5.34,2022-07-01,2039-07-01,109.8,3.06,7.72
BOND0834,IL,A,Education,5.48,2012-11-01,2017-11-01,100.88,4.57,4.1
BOND0835,CA,AA,Utilities,4.31,2013-01-01,2033-01-01,90.46,3.07,9.89
BOND0836,NY,A,Public Safety,3.07,2018-10-01,2031-10-01,100.42,4.16,5.19
BOND0837,NY,AA,Public Safety,2.78,2021-09-01,2026-09-01,92.52,3.36,7.74
BOND0838,NY,AA,Healthcare,5.02,2010-10-01,2026-10-01,100.21,3.38,3.8
BOND0839,NY,AA,Public Safety,3.68,2015-02-01,2030-02-01,91.78,1.83,8.44
BOND0840,CA,AA,Education,2.37,2013-05-01,2030-05-01,106.86,2.5,7.76
BOND0841,CA,A,Transportation,3.65,2021-08-01,2031-08-01,102.34,4.66,3.56
BOND0842,CA,AA,Education,2.1,2011-08-01,2021-08-01,104.38,2.35,5.82
BOND0843,TX,AA,Utilities,3.23,2017-08-01,2034-08-01,101.84,2.31,5.39
BOND0844,TX,AA,Healthcare,2.83,2014-12-01,2032-12-01,109.39,2.81,6.63
BOND0845,TX,A,Education,4.58,2016-09-01,2031-09-01,100.81,4.77,9.3
BOND0846,FL,A,Transportation,2.76,2016-06-01,2033-06-01,99.79,3.63,6.27
BOND0847,CA,A,Public Safety,4.67,2015-05-01,2024-05-01,97.71,3.75,3.38
BOND0848,CA,AAA,Education,2.93,2016-01-01,2021-01-01,103.32,1.81,4.8
BOND0849,TX,AA,Public Safety,3.23,2016-01-01,2036-01-01,103.13,3.34,3.63
BOND0850,TX,AA,Education,2.93,2021-07-01,2040-07-01,104.04,2.14,8.16
BOND0851,TX,A,Transportation,3.83,2011-04-01,2029-04-01,93.38,4.31,5.31
BOND0852,TX,AA,Healthcare,3.08,2013-01-01,2032-01-01,96.47,1.94,6.86
BOND0853,CA,A,Public Safety,3.98,2021-07-01,2027-07-01,101.24,3.84,6.89
BOND0854,FL,A,Education,5.09,2015-08-01,2034-08-01,94.57,4.19,5.41
BOND0855,FL,AA,Transportation,2.83,2022-07-01,2028-07-01,99.69,2.15,4.09
BOND0856,CA,A,Healthcare,4.07,2016-08-01,2033-08-01,106.08,4.0,7.82
BOND0857,CA,A,Healthcare,5.21,2018-10-01,2037-10-01,102.31,3.55,8.79
BOND0858,CA,AA,Healthcare,3.1,2014-08-01,2021-08-01,105.17,1.83,8.73
BOND0859,NY,A,Healthcare,3.34,2017-06-01,2033-06-01,95.16,3.69,9.45
BOND0860,CA,A,Healthcare,2.29,2014-09-01,2027-09-01,106.12,4.87,8.89
BOND0861,NY,AA,Transportation,2.75,2019-08-01,2032-08-01,94.04,1.93,8.45
BOND0862,NY,A,Education,3.56,2011-10-01,2027-10-01,105.29,4.47,9.6
BOND0863,NY,AA,Education,4.79,2015-07-01,2026-07-01,99.76,3.06,3.38
BOND0864,IL,A,Public Safety,5.43,2019-02-01,2028-02-01,105.47,3.56,3.56
BOND0865,FL,AA,Transportation,2.4,2022-02-01,2032-02-01,96.74,3.32,9.94
BOND0866,CA,A,Public Safety,4.2,2014-04-01,2021-04-01,105.66,3.66,3.55
BOND0867,NY,AA,Education,5.29,2016-05-01,2035-05-01,109.57,1.96,8.28
BOND0868,CA,A,Utilities,2.74,2021-10-01,2028-10-01,97.68,3.9,4.81
BOND0869,TX,AA,Utilities,5.28,2020-06-01,2038-06-01,107.2,2.14,7.33
BOND0870,IL,AA,Healthcare,4.86,2015-10-01,2031-10-01,108.91,2.07,5.3
BOND0871,FL,A,Public Safety,5.44,2019-02-01,2029-02-01,105.58,3.93,9.22
BOND0872,FL,A,Utilities,4.01,2017-07-01,2024-07-01,93.26,4.85,4.71
BOND0873,IL,A,Utilities,3.58,2022-02-01,2039-02-01,93.29,4.38,7.68
BOND0874,IL,AA,Utilities,4.3,2012-03-01,2029-03-01,99.49,2.48,3.61
BOND0875,FL,AA,Utilities,5.47,2015-12-01,2023-12-01,103.93,2.33,4.73
BOND0876,IL,AA,Education,4.03,2015-09-01,2030-09-01,102.81,3.14,7.08
BOND0877,FL,AA,Healthcare,3.47,2016-01-01,2030-01-01,105.44,2.54,3.6
BOND0878,CA,AA,Utilities,4.28,2010-06-01,2021-06-01,95.4,1.57,5.21
BOND0879,NY,A,Healthcare,4.16,2012-02-01,2024-02-01,90.52,4.32,5.82
BOND0880,NY,A,Healthcare,4.45,2014-05-01,2022-05-01,95.75,4.28,3.23
BOND0881,CA,AA,Healthcare,4.24,2016-12-01,2033-12-01,90.53,2.03,7.85
BOND0882,IL,AA,Healthcare,5.19,2011-03-01,2016-03-01,101.28,3.04,4.94
BOND0883,NY,AA,Healthcare,4.32,2022-09-01,2041-09-01,95.98,2.63,3.9
BOND0884,IL,A,Education,3.39,2013-05-01,2029-05-01,106.74,4.31,3.01
BOND0885,IL,A,Public Safety,4.87,2018-08-01,2030-08-01,105.7,3.89,7.03
BOND0886,NY,A,Utilities,4.36,2015-10-01,2030-10-01,99.32,3.97,6.57
BOND0887,FL,AA,Public Safety,4.75,2021-04-01,2031-04-01,93.06,2.12,7.46
BOND0888,FL,A,Transportation,2.63,2016-04-01,2034-04-01,104.35,3.67,7.78
BOND0889,TX,AA,Utilities,2.81,2017-11-01,2030-11-01,98.28,2.27,9.45
BOND0890,FL,A,Utilities,2.18,2010-07-01,2026-07-01,99.91,4.06,4.01
BOND0891,NY,AA,Education,2.96,2015-03-01,2028-03-01,109.87,2.09,7.75
BOND0892,IL,AA,Healthcare,5.05,2014-03-01,2034-03-01,91.05,1.68,6.29
BOND0893,NY,A,Public Safety,3.47,2015-03-01,2024-03-01,97.14,3.53,7.26
BOND0894,FL,AA,Transportation,3.45,2022-12-01,2035-12-01,101.57,1.79,5.73
BOND0895,TX,AA,Healthcare,4.51,2014-02-01,2028-02-01,104.41,3.23,7.64
BOND0896,IL,AAA,Public Safety,4.99,2010-12-01,2017-12-01,99.6,1.51,4.32
